video_id,gloss,label,label_id,split,url,source,signer_id,frame_start,frame_end,fps,expected_video_stem,landmark_path,resolved_video_path,download_status
34825,many,many,24,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many%202-j0vvJVAAcBs.mp4,signschool,6,1,-1,25,data\raw\WLASL100\videos\34825,data\landmarks\wlasl100\34825.npy,data\raw\WLASL100\videos\34825.mp4,found
34826,many,many,24,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many-RzCIBY5rsGA.mp4,signschool,6,1,-1,25,data\raw\WLASL100\videos\34826,data\landmarks\wlasl100\34826.npy,data\raw\WLASL100\videos\34826.mp4,found
34827,many,many,24,train,https://media.asldeafined.com/vocabulary/1468713681.2568.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\34827,data\landmarks\wlasl100\34827.npy,data\raw\WLASL100\videos\34827.mp4,found
34828,many,many,24,val,https://www.handspeak.com/word/m/many2.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\34828,data\landmarks\wlasl100\34828.npy,,missing
34829,many,many,24,train,https://www.handspeak.com/word/m/many.mp4,handspeak,20,1,-1,25,data\raw\WLASL100\videos\34829,data\landmarks\wlasl100\34829.npy,,missing
34830,many,many,24,train,https://www.signingsavvy.com/signs/mp4/6/6570.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\34830,data\landmarks\wlasl100\34830.npy,,missing
34831,many,many,24,train,https://www.signingsavvy.com/signs/mp4/8/8040.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\34831,data\landmarks\wlasl100\34831.npy,,missing
67873,many,many,24,train,https://youtu.be/eTmzHLtBOnU,asllex,109,1,-1,25,data\raw\WLASL100\videos\67873,data\landmarks\wlasl100\67873.npy,,missing
34832,many,many,24,train,https://www.signingsavvy.com/signs/mp4/8/8041.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\34832,data\landmarks\wlasl100\34832.npy,,missing
34833,many,many,24,train,https://www.youtube.com/watch?v=3B2kbN-ai6Y,nabboud,7,1,-1,25,data\raw\WLASL100\videos\34833,data\landmarks\wlasl100\34833.npy,,missing
34834,many,many,24,test,https://www.youtube.com/watch?v=7O2mS0Kz4CA,aslu,5,1,-1,25,data\raw\WLASL100\videos\34834,data\landmarks\wlasl100\34834.npy,data\raw\WLASL100\videos\34834.mp4,found
34835,many,many,24,train,https://www.youtube.com/watch?v=KBk8p5Xv2ow,aslu,5,1,-1,25,data\raw\WLASL100\videos\34835,data\landmarks\wlasl100\34835.npy,data\raw\WLASL100\videos\34835.mp4,found
34836,many,many,24,test,https://www.youtube.com/watch?v=Ku9SWR4uSUI,aslu,5,1,-1,25,data\raw\WLASL100\videos\34836,data\landmarks\wlasl100\34836.npy,data\raw\WLASL100\videos\34836.mp4,found
34837,many,many,24,train,https://www.youtube.com/watch?v=MHJPgvs2kP8,nabboud,7,1,-1,25,data\raw\WLASL100\videos\34837,data\landmarks\wlasl100\34837.npy,,missing
34838,many,many,24,train,http://www.aslpro.com/main/m/many.swf,aslpro,83,1,-1,25,data\raw\WLASL100\videos\34838,data\landmarks\wlasl100\34838.npy,,missing
34839,many,many,24,train,http://www.aslsearch.com/signs/videos/many.mp4,aslsearch,41,1,-1,25,data\raw\WLASL100\videos\34839,data\landmarks\wlasl100\34839.npy,,missing
36927,mother,mother,25,test,https://www.youtube.com/watch?v=IxO7unGawfk,asl5200,9,2187,2239,25,data\raw\WLASL100\videos\36927,data\landmarks\wlasl100\36927.npy,data\raw\WLASL100\videos\36927.mp4,found
69402,mother,mother,25,val,http://aslbricks.org/New/ASL-Videos/mother.mp4,aslbrick,116,1,-1,25,data\raw\WLASL100\videos\69402,data\landmarks\wlasl100\69402.npy,data\raw\WLASL100\videos\69402.mp4,found
36945,mother,mother,25,val,http://www.aslpro.com/main/m/mother.swf,aslpro,87,1,-1,25,data\raw\WLASL100\videos\36945,data\landmarks\wlasl100\36945.npy,,missing
36946,mother,mother,25,train,http://www.aslsearch.com/signs/videos/mama.mp4,aslsearch,41,1,-1,25,data\raw\WLASL100\videos\36946,data\landmarks\wlasl100\36946.npy,,missing
36930,mother,mother,25,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/mother.mp4,startasl,36,1,-1,25,data\raw\WLASL100\videos\36930,data\landmarks\wlasl100\36930.npy,data\raw\WLASL100\videos\36930.mp4,found
36931,mother,mother,25,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Mother%20Wiggle-ZwJlF1W1GbE.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\36931,data\landmarks\wlasl100\36931.npy,data\raw\WLASL100\videos\36931.mp4,found
36932,mother,mother,25,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Mother.mp4,signschool,52,1,-1,25,data\raw\WLASL100\videos\36932,data\landmarks\wlasl100\36932.npy,data\raw\WLASL100\videos\36932.mp4,found
36933,mother,mother,25,train,https://media.asldeafined.com/vocabulary/1468716729.3803.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\36933,data\landmarks\wlasl100\36933.npy,data\raw\WLASL100\videos\36933.mp4,found
36934,mother,mother,25,val,https://www.handspeak.com/word/m/mother2.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\36934,data\landmarks\wlasl100\36934.npy,,missing
36936,mother,mother,25,train,https://www.signingsavvy.com/signs/mp4/6/6508.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\36936,data\landmarks\wlasl100\36936.npy,,missing
36937,mother,mother,25,train,https://www.signingsavvy.com/signs/mp4/6/6509.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\36937,data\landmarks\wlasl100\36937.npy,,missing
36938,mother,mother,25,train,https://www.youtube.com/watch?v=4nGdzLPvoP4,aslu,5,1,-1,25,data\raw\WLASL100\videos\36938,data\landmarks\wlasl100\36938.npy,data\raw\WLASL100\videos\36938.mp4,found
66147,mother,mother,25,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-1590.mp4,aslsignbank,97,1,-1,25,data\raw\WLASL100\videos\66147,data\landmarks\wlasl100\66147.npy,,missing
66146,mother,mother,25,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-509.mp4,aslsignbank,90,1,-1,25,data\raw\WLASL100\videos\66146,data\landmarks\wlasl100\66146.npy,,missing
36929,mother,mother,25,train,https://media.spreadthesign.com/video/mp4/13/48601.mp4,spreadthesign,56,1,-1,25,data\raw\WLASL100\videos\36929,data\landmarks\wlasl100\36929.npy,data\raw\WLASL100\videos\36929.mp4,found
67908,mother,mother,25,test,https://youtu.be/MEhxsAx_n6A,asllex,109,1,-1,25,data\raw\WLASL100\videos\67908,data\landmarks\wlasl100\67908.npy,,missing
36939,mother,mother,25,train,https://www.youtube.com/watch?v=8yzUd0Md_uY,aslu,5,1,-1,25,data\raw\WLASL100\videos\36939,data\landmarks\wlasl100\36939.npy,data\raw\WLASL100\videos\36939.mp4,found
36940,mother,mother,25,test,https://www.youtube.com/watch?v=CMElqMGZrHc,aslu,5,1,-1,25,data\raw\WLASL100\videos\36940,data\landmarks\wlasl100\36940.npy,data\raw\WLASL100\videos\36940.mp4,found
36941,mother,mother,25,train,https://www.youtube.com/watch?v=gmBUPfuUbzc,aslu,5,1,-1,25,data\raw\WLASL100\videos\36941,data\landmarks\wlasl100\36941.npy,data\raw\WLASL100\videos\36941.mp4,found
36942,mother,mother,25,train,https://www.youtube.com/watch?v=qUkCg3rtEws,aslu,5,1,-1,25,data\raw\WLASL100\videos\36942,data\landmarks\wlasl100\36942.npy,data\raw\WLASL100\videos\36942.mp4,found
36944,mother,mother,25,train,https://www.youtube.com/watch?v=zv4zGZ92WAY,aslu,5,1,-1,25,data\raw\WLASL100\videos\36944,data\landmarks\wlasl100\36944.npy,data\raw\WLASL100\videos\36944.mp4,found
38982,now,now,26,test,https://www.youtube.com/watch?v=1_jXxjd0lKE,asl5200,9,1842,1871,25,data\raw\WLASL100\videos\38982,data\landmarks\wlasl100\38982.npy,data\raw\WLASL100\videos\38982.mp4,found
69413,now,now,26,val,http://aslbricks.org/New/ASL-Videos/now.mp4,aslbrick,118,1,-1,25,data\raw\WLASL100\videos\69413,data\landmarks\wlasl100\69413.npy,data\raw\WLASL100\videos\69413.mp4,found
38994,now,now,26,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20now-0wcuocGAvNU.mp4,signschool,70,1,-1,25,data\raw\WLASL100\videos\38994,data\landmarks\wlasl100\38994.npy,data\raw\WLASL100\videos\38994.mp4,found
70345,now,now,26,train,https://www.youtube.com/watch?v=bq-HmgjGzmw,northtexas,121,4000,4107,25,data\raw\WLASL100\videos\70345,data\landmarks\wlasl100\70345.npy,data\raw\WLASL100\videos\70345.mp4,found
68694,now,now,26,train,https://www.youtube.com/watch?v=mKDG2tGn1Y8,lillybauer,115,1,69,25,data\raw\WLASL100\videos\68694,data\landmarks\wlasl100\68694.npy,,missing
68770,now,now,26,train,https://www.youtube.com/watch?v=OQM3x-HY2dM,lillybauer,113,50,116,25,data\raw\WLASL100\videos\68770,data\landmarks\wlasl100\68770.npy,,missing
68114,now,now,26,train,https://www.youtube.com/watch?v=vmGh2IPdSRU,valencia-asl,109,1,-1,25,data\raw\WLASL100\videos\68114,data\landmarks\wlasl100\68114.npy,data\raw\WLASL100\videos\68114.mp4,found
38999,now,now,26,train,https://www.signingsavvy.com/signs/mp4/7/7774.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\38999,data\landmarks\wlasl100\38999.npy,,missing
39000,now,now,26,val,https://www.signingsavvy.com/signs/mp4/9/9785.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\39000,data\landmarks\wlasl100\39000.npy,,missing
39001,now,now,26,train,https://www.youtube.com/watch?v=EtW1-NdM5qI,aslu,5,1,-1,25,data\raw\WLASL100\videos\39001,data\landmarks\wlasl100\39001.npy,data\raw\WLASL100\videos\39001.mp4,found
39002,now,now,26,train,https://www.youtube.com/watch?v=EtW1-NdM5qI,aslu,5,1,-1,25,data\raw\WLASL100\videos\39002,data\landmarks\wlasl100\39002.npy,data\raw\WLASL100\videos\39002.mp4,found
39003,now,now,26,train,https://www.youtube.com/watch?v=g2j70neQ_lI,aslu,5,1,-1,25,data\raw\WLASL100\videos\39003,data\landmarks\wlasl100\39003.npy,data\raw\WLASL100\videos\39003.mp4,found
38990,now,now,26,train,https://media.spreadthesign.com/video/mp4/13/111145.mp4,spreadthesign,2,1,-1,25,data\raw\WLASL100\videos\38990,data\landmarks\wlasl100\38990.npy,data\raw\WLASL100\videos\38990.mp4,found
67937,now,now,26,train,https://youtu.be/hIPRC-_00vs,asllex,109,1,-1,25,data\raw\WLASL100\videos\67937,data\landmarks\wlasl100\67937.npy,,missing
39004,now,now,26,train,https://www.youtube.com/watch?v=OdOx4qaYlKI,aslu,5,1,-1,25,data\raw\WLASL100\videos\39004,data\landmarks\wlasl100\39004.npy,data\raw\WLASL100\videos\39004.mp4,found
39005,now,now,26,test,http://www.aslpro.com/main/n/now.swf,aslpro,30,1,-1,25,data\raw\WLASL100\videos\39005,data\landmarks\wlasl100\39005.npy,,missing
39006,now,now,26,train,http://www.aslsearch.com/signs/videos/now.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\39006,data\landmarks\wlasl100\39006.npy,,missing
38991,now,now,26,test,https://media.spreadthesign.com/video/mp4/13/49006.mp4,spreadthesign,56,1,-1,25,data\raw\WLASL100\videos\38991,data\landmarks\wlasl100\38991.npy,data\raw\WLASL100\videos\38991.mp4,found
38995,now,now,26,train,https://media.asldeafined.com/vocabulary/1468719996.5074.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\38995,data\landmarks\wlasl100\38995.npy,data\raw\WLASL100\videos\38995.mp4,found
38996,now,now,26,train,https://www.handspeak.com/word/n/now.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\38996,data\landmarks\wlasl100\38996.npy,,missing
38997,now,now,26,train,https://www.signingsavvy.com/signs/mp4/7/7687.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\38997,data\landmarks\wlasl100\38997.npy,,missing
40114,orange,orange,27,test,https://www.youtube.com/watch?v=K1VPkuTMpP0,asl5200,9,1181,1240,25,data\raw\WLASL100\videos\40114,data\landmarks\wlasl100\40114.npy,data\raw\WLASL100\videos\40114.mp4,found
69422,orange,orange,27,val,http://aslbricks.org/New/ASL-Videos/orange.mp4,aslbrick,118,1,-1,25,data\raw\WLASL100\videos\69422,data\landmarks\wlasl100\69422.npy,data\raw\WLASL100\videos\69422.mp4,found
70310,orange,orange,27,val,https://www.youtube.com/watch?v=pc0-gVEETVg,northtexas,121,1835,1938,25,data\raw\WLASL100\videos\70310,data\landmarks\wlasl100\70310.npy,data\raw\WLASL100\videos\70310.mp4,found
70249,orange,orange,27,train,https://www.youtube.com/watch?v=WprUBqi3iBc,northtexas,121,1858,1971,25,data\raw\WLASL100\videos\70249,data\landmarks\wlasl100\70249.npy,data\raw\WLASL100\videos\70249.mp4,found
68122,orange,orange,27,train,https://www.youtube.com/watch?v=WuwIz-vDMUc,valencia-asl,111,1,-1,25,data\raw\WLASL100\videos\68122,data\landmarks\wlasl100\68122.npy,data\raw\WLASL100\videos\68122.mp4,found
40115,orange,orange,27,train,https://media.spreadthesign.com/video/mp4/13/91534.mp4,spreadthesign,2,1,-1,25,data\raw\WLASL100\videos\40115,data\landmarks\wlasl100\40115.npy,data\raw\WLASL100\videos\40115.mp4,found
40116,orange,orange,27,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/orange.mp4,startasl,36,1,-1,25,data\raw\WLASL100\videos\40116,data\landmarks\wlasl100\40116.npy,data\raw\WLASL100\videos\40116.mp4,found
40117,orange,orange,27,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Orange-mylSeGckZJs.mp4,signschool,39,1,-1,25,data\raw\WLASL100\videos\40117,data\landmarks\wlasl100\40117.npy,data\raw\WLASL100\videos\40117.mp4,found
40118,orange,orange,27,val,https://media.asldeafined.com/vocabulary/1468722445.5887.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\40118,data\landmarks\wlasl100\40118.npy,data\raw\WLASL100\videos\40118.mp4,found
40119,orange,orange,27,train,https://media.asldeafined.com/vocabulary/1468722468.1582.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\40119,data\landmarks\wlasl100\40119.npy,data\raw\WLASL100\videos\40119.mp4,found
40120,orange,orange,27,train,https://www.handspeak.com/word/o/orange.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\40120,data\landmarks\wlasl100\40120.npy,,missing
40121,orange,orange,27,train,https://www.signingsavvy.com/signs/mp4/14/14519.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\40121,data\landmarks\wlasl100\40121.npy,,missing
40122,orange,orange,27,train,https://www.youtube.com/watch?v=3VAeP_x9tFg,aslu,5,1,-1,25,data\raw\WLASL100\videos\40122,data\landmarks\wlasl100\40122.npy,data\raw\WLASL100\videos\40122.mp4,found
40123,orange,orange,27,train,https://www.youtube.com/watch?v=gHyJ2zdCVHw,aslu,5,1,-1,25,data\raw\WLASL100\videos\40123,data\landmarks\wlasl100\40123.npy,data\raw\WLASL100\videos\40123.mp4,found
66246,orange,orange,27,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/OR/ORANGE-521.mp4,aslsignbank,107,1,-1,25,data\raw\WLASL100\videos\66246,data\landmarks\wlasl100\66246.npy,,missing
67949,orange,orange,27,test,https://youtu.be/F4cpgfDA0ds,asllex,109,1,-1,25,data\raw\WLASL100\videos\67949,data\landmarks\wlasl100\67949.npy,,missing
40124,orange,orange,27,train,https://www.youtube.com/watch?v=juHCHcRrGew,nabboud,68,1,-1,25,data\raw\WLASL100\videos\40124,data\landmarks\wlasl100\40124.npy,,missing
40126,orange,orange,27,test,https://www.youtube.com/watch?v=V3hT7-PIJz4,scott,47,1,-1,25,data\raw\WLASL100\videos\40126,data\landmarks\wlasl100\40126.npy,data\raw\WLASL100\videos\40126.mp4,found
40128,orange,orange,27,train,http://www.aslpro.com/main/o/orange.swf,aslpro,30,1,-1,25,data\raw\WLASL100\videos\40128,data\landmarks\wlasl100\40128.npy,,missing
40129,orange,orange,27,train,http://www.aslsearch.com/signs/videos/orange.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\40129,data\landmarks\wlasl100\40129.npy,,missing
40130,orange,orange,27,train,http://www.aslsearch.com/signs/videos/orange.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\40130,data\landmarks\wlasl100\40130.npy,,missing
56552,table,table,28,test,https://www.youtube.com/watch?v=x6CehcknaH8,asl5200,9,24,80,25,data\raw\WLASL100\videos\56552,data\landmarks\wlasl100\56552.npy,,missing
70323,table,table,28,val,https://www.youtube.com/watch?v=pc0-gVEETVg,northtexas,121,4848,4943,25,data\raw\WLASL100\videos\70323,data\landmarks\wlasl100\70323.npy,data\raw\WLASL100\videos\70323.mp4,found
68972,table,table,28,val,https://www.youtube.com/watch?v=VQMheRBg2Mw,lillybauer,115,1,54,25,data\raw\WLASL100\videos\68972,data\landmarks\wlasl100\68972.npy,,missing
56573,table,table,28,train,http://www.aslpro.com//main/t/table_place_setting.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\56573,data\landmarks\wlasl100\56573.npy,,missing
56574,table,table,28,train,http://www.aslpro.com//main/t/table_stacking.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\56574,data\landmarks\wlasl100\56574.npy,,missing
56557,table,table,28,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Booth%2C%20Desk%2C%20Table-8QbAD7Y9UEk.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\56557,data\landmarks\wlasl100\56557.npy,data\raw\WLASL100\videos\56557.mp4,found
56576,table,table,28,train,http://www.aslpro.com//main/t/table_umbrella_and_chairs.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\56576,data\landmarks\wlasl100\56576.npy,,missing
56577,table,table,28,train,http://www.aslpro.com//main/t/table_umbrella.swf,aslpro,49,1,-1,25,data\raw\WLASL100\videos\56577,data\landmarks\wlasl100\56577.npy,,missing
56578,table,table,28,val,http://www.aslpro.com//main/t/table_vanity.swf,aslpro,49,1,-1,25,data\raw\WLASL100\videos\56578,data\landmarks\wlasl100\56578.npy,,missing
56579,table,table,28,train,http://www.aslsearch.com/signs/videos/counter2.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\56579,data\landmarks\wlasl100\56579.npy,,missing
56558,table,table,28,train,https://media.asldeafined.com/vocabulary/1468942806.9415.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\56558,data\landmarks\wlasl100\56558.npy,data\raw\WLASL100\videos\56558.mp4,found
56556,table,table,28,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/table.mp4,startasl,38,1,-1,25,data\raw\WLASL100\videos\56556,data\landmarks\wlasl100\56556.npy,data\raw\WLASL100\videos\56556.mp4,found
56560,table,table,28,train,https://www.handspeak.com/word/t/table.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\56560,data\landmarks\wlasl100\56560.npy,,missing
56563,table,table,28,train,https://www.signingsavvy.com/signs/mp4/9/9252.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\56563,data\landmarks\wlasl100\56563.npy,,missing
56564,table,table,28,train,https://www.youtube.com/watch?v=DB5oSxy6rrc,nabboud,65,1,-1,25,data\raw\WLASL100\videos\56564,data\landmarks\wlasl100\56564.npy,,missing
67275,table,table,28,test,https://youtu.be/XtP6_KGsQwE,asllex,109,1,-1,25,data\raw\WLASL100\videos\67275,data\landmarks\wlasl100\67275.npy,,missing
56566,table,table,28,train,https://www.youtube.com/watch?v=mEgQI-DHntY,aslu,5,1,-1,25,data\raw\WLASL100\videos\56566,data\landmarks\wlasl100\56566.npy,data\raw\WLASL100\videos\56566.mp4,found
56567,table,table,28,test,https://www.youtube.com/watch?v=UJINxF1cSUA,aslu,5,1,-1,25,data\raw\WLASL100\videos\56567,data\landmarks\wlasl100\56567.npy,data\raw\WLASL100\videos\56567.mp4,found
56568,table,table,28,train,http://www.aslpro.com//main/t/table_coffee.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\56568,data\landmarks\wlasl100\56568.npy,,missing
56569,table,table,28,train,http://www.aslpro.com//main/t/table_decorative.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\56569,data\landmarks\wlasl100\56569.npy,,missing
56571,table,table,28,train,http://www.aslpro.com//main/t/table_folding.swf,aslpro,72,1,-1,25,data\raw\WLASL100\videos\56571,data\landmarks\wlasl100\56571.npy,,missing
69092,thanksgiving,thanksgiving,29,train,https://www.youtube.com/watch?v=ZxOqr6aCVLc,lillybauer,112,1,49,25,data\raw\WLASL100\videos\69092,data\landmarks\wlasl100\69092.npy,,missing
57645,thanksgiving,thanksgiving,29,train,https://www.youtube.com/watch?v=SX3ppKcVdKA,aslu,5,1,-1,25,data\raw\WLASL100\videos\57645,data\landmarks\wlasl100\57645.npy,data\raw\WLASL100\videos\57645.mp4,found
57646,thanksgiving,thanksgiving,29,test,http://www.aslpro.com/main/t/thanksgiving.swf,aslpro,24,1,-1,25,data\raw\WLASL100\videos\57646,data\landmarks\wlasl100\57646.npy,,missing
57628,thanksgiving,thanksgiving,29,val,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/thanksgiving.mov,elementalasl,19,1,-1,25,data\raw\WLASL100\videos\57628,data\landmarks\wlasl100\57628.npy,data\raw\WLASL100\videos\57628.mp4,found
57647,thanksgiving,thanksgiving,29,train,http://www.aslsearch.com/signs/videos/thanksgiving.mp4,aslsearch,12,1,-1,25,data\raw\WLASL100\videos\57647,data\landmarks\wlasl100\57647.npy,,missing
57629,thanksgiving,thanksgiving,29,val,https://media.spreadthesign.com/video/mp4/13/244790.mp4,spreadthesign,2,1,-1,25,data\raw\WLASL100\videos\57629,data\landmarks\wlasl100\57629.npy,data\raw\WLASL100\videos\57629.mp4,found
57630,thanksgiving,thanksgiving,29,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thanksgiving2.mp4,startasl,38,1,-1,25,data\raw\WLASL100\videos\57630,data\landmarks\wlasl100\57630.npy,data\raw\WLASL100\videos\57630.mp4,found
57631,thanksgiving,thanksgiving,29,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thanksgiving.mp4,startasl,38,1,-1,25,data\raw\WLASL100\videos\57631,data\landmarks\wlasl100\57631.npy,data\raw\WLASL100\videos\57631.mp4,found
57632,thanksgiving,thanksgiving,29,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thanksgiving-jCauWIb_KEw.mp4,signschool,4,1,-1,25,data\raw\WLASL100\videos\57632,data\landmarks\wlasl100\57632.npy,data\raw\WLASL100\videos\57632.mp4,found
57633,thanksgiving,thanksgiving,29,train,https://media.asldeafined.com/vocabulary/1468944257.5323.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\57633,data\landmarks\wlasl100\57633.npy,data\raw\WLASL100\videos\57633.mp4,found
57634,thanksgiving,thanksgiving,29,train,https://media.asldeafined.com/vocabulary/1522763808.287.mp4,asldeafined,15,1,-1,25,data\raw\WLASL100\videos\57634,data\landmarks\wlasl100\57634.npy,data\raw\WLASL100\videos\57634.mp4,found
67292,thanksgiving,thanksgiving,29,train,https://youtu.be/3PcHDlj9WEc,asllex,109,1,-1,25,data\raw\WLASL100\videos\67292,data\landmarks\wlasl100\67292.npy,,missing
57635,thanksgiving,thanksgiving,29,train,https://media.asldeafined.com/vocabulary/1522763837.9158.mp4,asldeafined,15,1,-1,25,data\raw\WLASL100\videos\57635,data\landmarks\wlasl100\57635.npy,data\raw\WLASL100\videos\57635.mp4,found
57636,thanksgiving,thanksgiving,29,train,https://www.handspeak.com/word/t/thanksgiving-ca.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\57636,data\landmarks\wlasl100\57636.npy,,missing
57637,thanksgiving,thanksgiving,29,test,https://www.handspeak.com/word/t/thanksgiving-us.mp4,handspeak,14,1,-1,25,data\raw\WLASL100\videos\57637,data\landmarks\wlasl100\57637.npy,,missing
57638,thanksgiving,thanksgiving,29,train,https://www.signingsavvy.com/signs/mp4/23/23272.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\57638,data\landmarks\wlasl100\57638.npy,,missing
57639,thanksgiving,thanksgiving,29,val,https://www.signingsavvy.com/signs/mp4/23/23652.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\57639,data\landmarks\wlasl100\57639.npy,,missing
57640,thanksgiving,thanksgiving,29,test,https://www.signingsavvy.com/signs/mp4/23/23653.mp4,signingsavvy,10,1,-1,25,data\raw\WLASL100\videos\57640,data\landmarks\wlasl100\57640.npy,,missing
57641,thanksgiving,thanksgiving,29,train,https://www.signingsavvy.com/signs/mp4/9/9026.mp4,signingsavvy,11,1,-1,25,data\raw\WLASL100\videos\57641,data\landmarks\wlasl100\57641.npy,,missing
57642,thanksgiving,thanksgiving,29,train,https://www.youtube.com/watch?v=2wmuIc7XVUY,aslu,5,1,-1,25,data\raw\WLASL100\videos\57642,data\landmarks\wlasl100\57642.npy,data\raw\WLASL100\videos\57642.mp4,found
57643,thanksgiving,thanksgiving,29,train,https://www.youtube.com/watch?v=eyaWHo4EwPQ,aslu,5,1,-1,25,data\raw\WLASL100\videos\57643,data\landmarks\wlasl100\57643.npy,data\raw\WLASL100\videos\57643.mp4,found
62944,what,what,30,val,https://www.youtube.com/watch?v=A5dihMAjeTE,asl5200,9,1748,1780,25,data\raw\WLASL100\videos\62944,data\landmarks\wlasl100\62944.npy,data\raw\WLASL100\videos\62944.mp4,found
69531,what,what,30,val,http://aslbricks.org/New/ASL-Videos/what.mp4,aslbrick,118,1,-1,25,data\raw\WLASL100\videos\69531,data\landmarks\wlasl100\69531.npy,data\raw\WLASL100\videos\69531.mp4,found
68330,what,what,30,train,https://www.youtube.com/watch?v=AK26EQRsH7k,lillybauer,115,1,55,25,data\raw\WLASL100\videos\68330,data\landmarks\wlasl100\68330.npy,,missing
62967,what,what,30,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20What%202-xFO06HB3kFs.mp4,signschool,39,1,-1,25,data\raw\WLASL100\videos\62967,data\landmarks\wlasl100\62967.npy,data\raw\WLASL100\videos\62967.mp4,found
62968,what,what,30,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20What-tzER8F2xbB0.mp4,signschool,32,1,-1,25,data\raw\WLASL100\videos\62968,data\landmarks\wlasl100\62968.npy,data\raw\WLASL100\videos\62968.mp4,found
62982,what,what,30,train,https://www.youtube.com/watch?v=M1gXuGSWqVI,nabboud,80,1,-1,25,data\raw\WLASL100\videos\62982,data\landmarks\wlasl100\62982.npy,,missing
62970,what,what,30,train,https://media.asldeafined.com/vocabulary/1468927879.8532.mp4,asldeafined,13,1,-1,25,data\raw\WLASL100\videos\62970,data\landmarks\wlasl100\62970.npy,data\raw\WLASL100\videos\62970.mp4,found
62984,what,what,30,train,https://www.youtube.com/watch?v=sSdQWC7mUZc,aslu,5,1,-1,25,data\raw\WLASL100\videos\62984,data\landmarks\wlasl100\62984.npy,data\raw\WLASL100\videos\62984.mp4,found
